,B3GALT5-AS1,PCA3,LINC01531,HPN-AS1,HULC,TRERNA1,PSORS1C3,ATE1-AS1,NORAD,TP53TG1,FBXW7-AS1,CTBP1-AS,TP53COR1,ABALON,LINC01587,AGAP2-AS1,PISRT1,LINC01098,DSCR10,BANCR,LINC-ROR,LINC00602,MIR194-2HG,IFNG-AS1,HCG9,NBR2,TUSC7,FAM83H-AS1,MHRT,LINC00163,TTTY2,SPRY4-IT1,CASC8,ZNF667-AS1,LINC01080,ESRG,SNHG1,PARD6G-AS1,LINC00271,CADM3-AS1,NFIA-AS1,LOXL1-AS1,MYCNOS,CECR7,SOX2-OT,HYMAI,SNHG11,LINC01387,PWAR4,LINCMD1,LINC01081,GAS5,LINC00856,TP73-AS1,PTCSC3,SERTAD4-AS1,JAZF1-AS1,LINC00467,GABPB1-AS1,MIR17HG,PANDAR,AFAP1-AS1,LINC00474,DBH-AS1,DBET,DISC1FP1,C5orf66-AS2,LINC00922,MIR503HG,VLDLR-AS1,LINC01235,EPB41L4A-AS1,DANCR,TUSC8,CASC16,MESTIT1,OIP5-AS1,HCCAT5,HELLPAR,MIR22HG,CASC2,GHRLOS,EGOT,CYTOR,HCP5,LINC00654,NBAT1,LINC01184,PWRN1,MIAT,LINC00336,CASC15,EWSAT1,TUG1,KCNQ1OT1,GNAS-AS1,LINC00315,LINC00974,LINC00575,TSIX,LINC00583,LINC00261,LSINCT5,MCHR2-AS1,MEG8,CCDC26,LINC00479,PWAR5,ZFAS1,TEX41,HNF1A-AS1,DSCR9,LINC00319,MIF-AS1,LINC01588,H19,CARMN,LINC00663,MIR7-3HG,KIRREL3-AS3,LINC01556,MEG3,TTTY4,NEAT1,CAHM,HLA-F-AS1,NPSR1-AS1,FALEC,MIR155HG,FMR1-AS1,ERICH1-AS1,TINCR,SCHLAP1,BLACAT1,GPR1-AS,LRRC3DN,LINC00687,LINC00273,FAM30A,LINC00942,MIR99AHG,NCRUPAR,LINC00629,NUP50-AS1,HCG4,LINC01602,ZEB1-AS1,RAD51-AS1,LINC01133,LINC01024,HAS2-AS1,LINC00299,HAND2-AS1,XIST,NALT1,SAMMSON,DLEU2,HCG27,HAR1A,LINC00511,BCYRN1,LINC00472,PCGEM1,IL12A-AS1,ATXN8OS,PTCSC2,OLMALINC,DIO3OS,DISC2,MIR137HG,APTR,TDRG1,LINC00032,HOTAIR,LINC00293,LINC01628,GHET1,LUCAT1,LINC00961,DAOA-AS1,NRON,LINC-PINT,PICSAR,COL18A1-AS1,BCAR4,FENDRR,PCAT5,HOXA11-AS,LINC00473,CRNDE,LINC00312,RMST,MALAT1,ADORA2A-AS1,CDKN2B-AS1,CDKN2A-AS1,SNHG4,CCAT1,PCAT4,TTTY15,MIR124-2HG,COPG2IT1,NPTN-IT1,IGF2-AS,PCAT1,IL10RB-AS1,LMCD1-AS1,WT1-AS,GACAT2,CDR1-AS,NCAM1-AS1,PEG3-AS1,MIR181A1HG,C5orf66-AS1,TARID,MINCR,PVT1,LINC00477,GSTT1-AS1,CCAT2,HOTTIP,PRINS,MIR4435-2HG,LINC00963,PSMB8-AS1,MIR100HG,C1QTNF9B-AS1,HOTAIRM1,THRIL,SNHG12,PARTICL,KCTD21-AS1,PRNCR1,CBR3-AS1,UCA1,XACT,LINC01426,GATA3-AS1,LINC00675,GNG12-AS1
SNHG4,0.0,0.335351865117057,0.0,0.0,0.3686562266173986,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.335351865117057,0.0,0.0,0.0,0.0,0.0503985062552101,0.0,0.0,0.3080449335745038,0.0,0.0,0.0,0.0581640091259936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3638623102733889,0.0,0.0,0.0,0.17742829404178198,0.0,0.0,0.0762853200959455,0.0,0.0,0.0,0.2905788876276959,0.0,0.2324751680022703,0.06845433171263,0.06845433171263,0.0,0.0,0.0503985062552101,0.0,0.5064976369389736,0.0,0.0,0.2905788876276958,0.0,0.0,0.0,0.0,0.6138308737129141,0.4907545655149947,0.0823257570859295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4907545655149947,0.0823257570859295,0.335351865117057,0.0,0.10146226296260301,0.0,0.0,0.0,0.0,0.2905788876276959,0.0,0.0,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.3244643431390488,0.0,0.0,0.0,0.4070843421067294,0.3354112894557619,0.06845433171263,0.0,0.0,0.0,0.0,0.0,0.0,0.3798494709897388,0.0,0.0,0.3138669488901064,0.0,0.0,0.0,0.0,0.3167594337513933,0.0,0.0,0.0,0.0,0.3753994446960763,0.0,0.0,0.2905788876276959,0.0,0.0,0.6755229133112962,0.0,0.0,0.0,0.0,0.0,0.0,0.5005919022465752,0.0,0.0,0.3612570396240752,0.335351865117057,0.3946820062806328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2563530740622587,0.0,0.0,0.0823257570859295,0.0,0.4170705533730894,0.0,0.0,0.6901600422496401,0.0,0.0759868948637236,0.0,0.3523106512517654,0.0,0.335351865117057,0.0,0.0562226334082977,0.0,0.0,0.0,0.0938076606119336,0.0,0.0,0.335351865117057,0.3138669488901064,0.4157859626068763,0.0,0.0,0.3946820062806328,0.0,0.0,0.0823257570859295,0.0966781364934347,0.0,0.0,0.0,0.3946820062806328,0.0,0.0,0.0,0.0,0.2905788876276959,0.335351865117057,0.2905788876276959,0.5055366474828697,0.0,0.4359713022826529,0.0,0.0,0.3686562266173986,0.0,0.0,0.0,0.0,0.2848745853667896,0.29510676093200394,0.4519038904155103,0.0,0.0,0.4592818929641957,0.0,0.0,0.0,0.0,0.0,0.0,0.4907545655149947,0.0,0.4995842426859587,0.0,0.0,0.2905788876276958,0.2905788876276959,0.0823257570859295,0.0,0.0,0.0,0.0503985062552101,0.335351865117057,0.0,0.0581640091259936,0.0,0.0,0.0,0.335351865117057,0.3299806360603194,0.4285452432933332,0.0,0.0,0.0,0.0,0.0
CCAT1,0.0,0.4176459504650147,0.0,0.0,0.6453756203194849,0.0,0.09900569269800501,0.0,0.0,0.0,0.0,0.4176459504650147,0.0,0.0,0.0,0.0,0.0639403753482751,0.0,0.0,0.3764655495850966,0.0,0.0,0.0,0.0724372380210323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7171956200822294,0.0,0.0,0.0,0.2180382567482565,0.0,0.0,0.0921630201356754,0.0,0.0,0.0,0.3686562266173986,0.0,0.4036076939756794,0.0837282069198307,0.0837282069198307,0.0,0.0,0.0639403753482751,0.0,0.4646948586376103,0.0,0.0,0.3686562266173986,0.0,0.0,0.0,0.0,0.5349133834534043,0.5741217623978571,0.09900569269800501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5741217623978571,0.09900569269800501,0.4176459504650147,0.0,0.12019065969844198,0.0,0.0,0.0,0.0,0.3686562266173986,0.0,0.0,0.0,0.09900569269800501,0.0,0.0,0.0,0.0,0.3718963403694501,0.0,0.0,0.0,0.3956786359893559,0.6325800387731056,0.0837282069198307,0.0,0.0,0.0,0.0,0.0,0.0,0.4659897906000687,0.0,0.0,0.3774592034111442,0.0,0.0,0.0,0.0,0.520765355434478,0.0,0.0,0.0,0.0,0.5789758337417775,0.0,0.0,0.5247606586200233,0.0,0.0,0.6020790660327338,0.0,0.0,0.0,0.0,0.0,0.0,0.3312861219726316,0.0,0.0,0.7251077945469399,0.4176459504650147,0.4827454430221488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3312861219726316,0.0,0.0,0.09900569269800501,0.0,0.4929284926606689,0.0,0.0,0.3939454355184755,0.0,0.0918195488931521,0.0,0.5165013361737383,0.0,0.4176459504650147,0.0,0.0702520757026785,0.0,0.0,0.0,0.1114435447484321,0.0,0.0,0.4176459504650147,0.3774592034111442,0.6457527125990961,0.0,0.0,0.8904517098908553,0.0,0.0,0.09900569269800501,0.1147237128546858,0.0,0.0,0.0,0.4827454430221488,0.0,0.0,0.0,0.0,0.8904517098908553,0.5944946761023007,0.3686562266173986,0.6205981690442114,0.0,0.5334790108269757,0.0,0.3686562266173986,0.0,0.0,0.0,0.0,0.0,0.6687809081995368,0.4350017944689129,0.5349133834534043,0.0,0.0,0.3954425735554535,0.0,0.0,0.0,0.0,0.0,0.0,0.5741217623978571,0.0,0.60285941031807,0.0,0.0,0.3686562266173986,0.5247606586200233,0.09900569269800501,0.0,0.0,0.0,0.0639403753482751,0.4176459504650147,0.0,0.0724372380210323,0.0,0.0,0.0,0.4176459504650147,0.4060407777993037,0.6918959027057778,0.0,0.0,0.0,0.0,0.0
PCAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTTY15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR124-2HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPG2IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPTN-IT1,0.0,0.329351895836209,0.0,0.0,0.7241421411816851,0.0,0.0811174496995067,0.0,0.0,0.0,0.0,0.329351895836209,0.0,0.0,0.0,0.0,0.0494091421774377,0.0,0.0,0.5360059716008901,0.0,0.0,0.0,0.0571233640474725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615288979966037,0.0,0.0,0.0,0.1734608346799205,0.0,0.0,0.0750770127095227,0.0,0.0,0.0,0.2848745853667896,0.0,0.2985460821692756,0.0673437784574551,0.0673437784574551,0.0,0.0,0.0494091421774377,0.0,0.3871631014480758,0.0,0.0,0.2848745853667896,0.0,0.0,0.0,0.0,0.4459392977702336,0.4847899728697181,0.0811174496995067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4847899728697181,0.0811174496995067,0.329351895836209,0.0,0.1001124872706095,0.0,0.0,0.0,0.0,0.2848745853667896,0.0,0.0,0.0,0.0811174496995067,0.0,0.0,0.0,0.0,0.3184997504937722,0.0,0.0,0.0,0.4343609258098238,0.5204575271909317,0.0673437784574551,0.0,0.0,0.0,0.0,0.0,0.0,0.3734464373778705,0.0,0.0,0.3092602769793693,0.0,0.0,0.0,0.0,0.3935939501236124,0.0,0.0,0.0,0.0,0.4339735167528954,0.0,0.0,0.7783291983086815,0.0,0.0,0.44853205580043504,0.0,0.0,0.0,0.0,0.0,0.0,0.2508698488879494,0.0,0.0,0.4523434920938333,0.329351895836209,0.3882789726687644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7521176913540862,0.0,0.0,0.0811174496995067,0.0,0.4111059607278128,0.0,0.0,0.308283802582019,0.0,0.0747785874773008,0.0,0.4279194275759135,0.0,0.329351895836209,0.0,0.0551819883297766,0.0,0.0,0.0,0.0924578849199401,0.0,0.0,0.329351895836209,0.3092602769793693,0.509727675240815,0.0,0.0,0.5275496670710881,0.0,0.0,0.0811174496995067,0.0953283608014412,0.0,0.0,0.0,0.3882789726687644,0.0,0.0,0.0,0.0,0.7783291983086815,0.4476868753405906,0.2848745853667896,0.4750729346509343,0.0,0.3522575791258643,0.0,0.2848745853667896,0.6687809081995368,0.0,0.0,0.0,0.0,0.0,0.4944376657286949,0.4459392977702336,0.0,0.0,0.3096021980725094,0.0,0.0,0.0,0.0,0.0,0.0,0.4847899728697181,0.0,0.4533677903649581,0.0,0.0,0.6850030100656117,0.7783291983086815,0.0811174496995067,0.0,0.0,0.0,0.0494091421774377,0.329351895836209,0.0,0.0571233640474725,0.0,0.0,0.0,0.329351895836209,0.3239806667794714,0.5491517534100265,0.0,0.0,0.0,0.0,0.0
IGF2-AS,0.0,0.7230243264285325,0.0,0.0,0.6599360311227624,0.0,0.090664584127366,0.0,0.0,0.0,0.0,0.7230243264285325,0.0,0.0,0.0,0.0,0.0571933212671457,0.0,0.0,0.3096535203175138,0.0,0.0,0.0,0.0653194475458932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060272063378264,0.0,0.0,0.0,0.1754553029890505,0.0,0.0,0.326917379772348,0.0,0.0,0.0,0.29510676093200394,0.0,0.2607577631226981,0.5710567914640787,0.21179670234140102,0.0,0.0,0.0571933212671457,0.0,0.424097668210359,0.0,0.0,0.2951067609320039,0.0,0.0,0.0,0.0,0.4436787843235847,0.4825862849214453,0.090664584127366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4825862849214453,0.090664584127366,0.4383168386975273,0.0,0.1108045265152181,0.0,0.0,0.0,0.0,0.3838579955602901,0.0,0.0,0.0,0.090664584127366,0.0,0.0,0.0,0.0,0.3010016753338021,0.0,0.0,0.0,0.3619920547050844,0.4653878672722412,0.1364109787222162,0.0,0.0,0.0,0.0,0.0,0.0,0.4176402844397663,0.0,0.0,0.3133656564309123,0.0,0.0,0.0,0.0,0.3481712050579632,0.0,0.0,0.0,0.0,0.3892950493211825,0.0,0.0,0.7161084674200134,0.0,0.0,0.4039839186380466,0.0,0.0,0.0,0.0,0.0,0.0,0.2630481886636174,0.0,0.0,0.3968418004350559,0.7230243264285325,0.5105828007490615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630481886636174,0.0,0.0,0.090664584127366,0.0,0.4422558904203609,0.0,0.0,0.3149065722059812,0.0,0.0839687414196867,0.0,0.3668655994990722,0.0,0.7230243264285325,0.0,0.0632750365687791,0.0,0.0,0.0,0.10269121033086699,0.0,0.0,0.5648534999113073,0.3133656564309123,0.434003091375819,0.0,0.0,0.4720479754123107,0.0,0.0,0.090664584127366,0.1057337038999987,0.0,0.0,0.0,0.3927926075940852,0.0,0.0,0.0,0.0,0.3496222897886573,0.4022641302749413,0.29510676093200394,0.4238777185970244,0.0,0.34485225852490603,0.0,0.29510676093200394,0.4350017944689129,0.0,0.0,0.0,0.0,0.4944376657286949,0.0,0.6075571003455814,0.0,0.0,0.5478623387865248,0.0,0.0,0.0,0.0,0.0,0.0,0.4825862849214453,0.0,0.414037252423429,0.0,0.0,0.2951067609320039,0.7161084674200134,0.090664584127366,0.0,0.0,0.0,0.0571933212671457,0.7230243264285325,0.0,0.0653194475458932,0.0,0.0,0.0,0.7230243264285325,0.5605744288211953,0.4869310225213585,0.0,0.0,0.0,0.0,0.0
PCAT1,0.0,0.8845327739170489,0.0,0.0,0.5349133834534043,0.0,0.1586506683985999,0.0,0.0,0.0,0.0,0.8845327739170489,0.0,0.0,0.0,0.0,0.1110828840221531,0.0,0.0,0.5551091243560777,0.0,0.0,0.0,0.1224472681441592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588147275199205,0.0,0.0,0.0,0.3621313381542523,0.0,0.0,0.1487090509886893,0.0,0.0,0.0,0.4519038904155103,0.0,0.3645025339986105,0.1377074327269331,0.1377074327269331,0.0,0.0,0.1110828840221531,0.0,0.6471845643663371,0.0,0.0,0.4519038904155102,0.0,0.0,0.0,0.0,0.7690655478340978,0.8845327739170489,0.1586506683985999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845327739170489,0.1586506683985999,0.5428837886398427,0.0,0.1882721726225764,0.0,0.0,0.0,0.0,0.4874043842668248,0.0,0.0,0.0,0.1586506683985999,0.0,0.0,0.0,0.0,0.5522191479984366,0.0,0.0,0.0,0.4749358667129991,0.4924614151961213,0.1377074327269331,0.0,0.0,0.0,0.0,0.0,0.0,0.5556602597480651,0.0,0.0,0.6048556732696623,0.0,0.0,0.0,0.0,0.5151685281596553,0.0,0.0,0.0,0.0,0.6207542594118445,0.0,0.0,0.4519038904155103,0.0,0.0,0.6347836548731371,0.0,0.0,0.0,0.0,0.0,0.0,0.4160632695904934,0.0,0.0,0.5627024490810251,0.8845327739170489,0.5627024490810251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4160632695904935,0.0,0.0,0.1586506683985999,0.0,0.6800930342521687,0.0,0.0,0.476983951778927,0.0,0.1481833635398024,0.0,0.5199153878300298,0.0,0.8845327739170489,0.0,0.1193406104291952,0.0,0.0,0.0,0.1751784757645726,0.0,0.0,0.6947277820963786,0.6048556732696623,0.6531253399386365,0.0,0.0,0.5627024490810251,0.0,0.0,0.1586506683985999,0.18008861208632398,0.0,0.0,0.0,0.5627024490810251,0.0,0.0,0.0,0.0,0.4519038904155103,0.4992235950703347,0.4519038904155103,0.6496800518127728,0.0,0.5647337303364649,0.0,0.4519038904155103,0.5349133834534043,0.0,0.0,0.0,0.0,0.4459392977702336,0.6075571003455814,0.0,0.0,0.0,0.4784325735641197,0.0,0.0,0.0,0.0,0.0,0.0,0.8845327739170489,0.0,0.6288954984184064,0.0,0.0,0.4519038904155102,0.4519038904155103,0.1586506683985999,0.0,0.0,0.0,0.1110828840221531,0.8845327739170489,0.0,0.1224472681441592,0.0,0.0,0.0,0.8845327739170489,0.7220828763097116,0.7141814788761917,0.0,0.0,0.0,0.0,0.0
IL10RB-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
