source,target,value,source_type,target_type
DOID:0050828,mir637,1,1,2
DOID:684,mir151a,1,1,2
DOID:120,mir191,1,1,2
DOID:4362,mir194,1,1,2
DOID:0050686,mir642b,1,1,2
DOID:0050686,mir615,1,1,2
MALAT1,DOID:1380,1,0,1
GAS5,DOID:162,1,0,1
DOID:150,mir182,1,1,2
DOID:3119,mir202,1,1,2
ATXN8OS,DOID:0050890,1,0,1
DOID:0060072,let7i,1,1,2
DOID:0070004,mir126,1,1,2
DOID:15,mir18a,1,1,2
DOID:1793,mir200a,1,1,2
DOID:65,mir200c,1,1,2
GSTT1-AS1,DOID:399,1,0,1
DOID:6050,let7a,1,1,2
mir449c,mir591,1,2,2
KCNQ1OT1,mir204,1,0,2
DOID:3459,mir200a,1,1,2
DOID:7148,mir18a,1,1,2
DOID:8618,mir200a,1,1,2
DOID:0050686,mir1286,1,1,2
MALAT1,DOID:363,1,0,1
NEAT1,DOID:8692,1,0,1
CCAT1,DOID:5672,1,0,1
DOID:263,mir203,1,1,2
NEAT1,DOID:16,1,0,1
DOID:1612,let7a,1,1,2
DOID:3119,mir1231,1,1,2
DOID:0060072,mir339,1,1,2
DOID:1240,mir205,1,1,2
DOID:331,mir195,1,1,2
DOID:686,mir1,1,1,2
DOID:3996,mir944,1,1,2
DOID:1793,mir338,1,1,2
DOID:771,mir92a,1,1,2
XIST,DOID:3905,1,0,1
DOID:10283,mir20a,1,1,2
DOID:684,mir183,1,1,2
NRON,DOID:14250,1,0,1
DOID:289,let7i,1,1,2
DOID:120,mir200c,1,1,2
DOID:16,mir203,1,1,2
BCYRN1,DOID:162,1,0,1
DOID:4194,mir486,1,1,2
PTCSC2,DOID:4,1,0,1
DOID:0050686,mir26,1,1,2
DOID:162,mir20a,1,1,2
DOID:4,mir198,1,1,2
CBR3-AS1,DOID:15,1,0,1
DOID:1324,mir125a,1,1,2
DOID:66,mir127,1,1,2
DOID:3571,mir210,1,1,2
DOID:0060072,mir126,1,1,2
DOID:686,mir362,1,1,2
DOID:1793,mir625,1,1,2
DOID:15,mir200a,1,1,2
HOTAIRM1,DOID:5672,1,0,1
DOID:1793,mir212,1,1,2
DOID:77,mir203,1,1,2
DOID:2174,let7a,1,1,2
DOID:684,mir7,1,1,2
DOID:417,mir205,1,1,2
DOID:5419,mir206,1,1,2
mir449c,mir610,1,2,2
DOID:178,mir122,1,1,2
DOID:120,mir302d,1,1,2
DOID:8692,mir125b,1,1,2
TUG1,mir221,1,0,2
DOID:17,mir519b,1,1,2
DOID:3118,mir200a,1,1,2
DOID:0050615,mir100,1,1,2
MALAT1,mir200a,1,0,2
DOID:162,mir539,1,1,2
DOID:4,mir93,1,1,2
NEAT1,mir539,1,0,2
DOID:9206,let7a,1,1,2
DOID:0050687,mir107,1,1,2
DOID:0060040,mir132,1,1,2
DOID:0060072,mir105,1,1,2
DOID:1612,mir107,1,1,2
DOID:0060072,mir373,1,1,2
DOID:14566,mir206,1,1,2
DOID:201,mir371a,1,1,2
DOID:686,mir217,1,1,2
XIST,mir20a,1,0,2
DOID:1793,mir10a,1,1,2
DOID:1561,mir509,1,1,2
DOID:3342,mir519b,1,1,2
CDKN2B-AS1,DOID:403,1,0,1
DOID:10283,mir221,1,1,2
LINC-ROR,DOID:170,1,0,1
CDKN2B-AS1,DOID:0060083,1,0,1
DOID:3070,mir93,1,1,2
DOID:9119,mir203,1,1,2
DOID:0050615,mir33a,1,1,2
MALAT1,mir338,1,0,2
DOID:2377,mir122,1,1,2
DOID:162,mir221,1,1,2
DOID:4,mir20a,1,1,2
DOID:4,mir517a,1,1,2
DOID:5093,mir20b,1,1,2
DOID:3451,mir638,1,1,2
DOID:0050687,mir34b,1,1,2
DOID:0060040,mir381,1,1,2
DOID:1612,mir34b,1,1,2
DOID:331,mir614,1,1,2
DOID:7,mir325,1,1,2
DOID:1240,mir196b,1,1,2
DOID:3571,mir224,1,1,2
LINC00687,DOID:3119,1,0,1
XIST,mir539,1,0,2
DOID:1319,mir143,1,1,2
DOID:299,mir203,1,1,2
DOID:3948,mir376b,1,1,2
DOID:10283,mir449a,1,1,2
DOID:3856,mir153,1,1,2
DOID:0060060,mir145,1,1,2
DOID:193,mir206,1,1,2
DOID:3093,mir542,1,1,2
DOID:934,mir122,1,1,2
EWSAT1,DOID:162,1,0,1
DOID:0080001,mir519a,1,1,2
DOID:5419,mir219,1,1,2
HULC,DOID:0060058,1,0,1
DOID:10652,mir20a,1,1,2
DOID:178,mir134,1,1,2
DOID:3070,mir20a,1,1,2
DOID:4960,mir210,1,1,2
DOID:114,mir125b,1,1,2
DOID:0060083,mir210,1,1,2
MINCR,DOID:3119,1,0,1
DOID:10534,mir513c,1,1,2
PANDAR,DOID:684,1,0,1
DOID:3118,mir212,1,1,2
DOID:4,mir4306,1,1,2
DOID:0050615,mir127,1,1,2
DOID:162,mir449a,1,1,2
GAS5,mir29a,1,0,2
DOID:4,mir539,1,1,2
NEAT1,mir449a,1,0,2
DOID:0060040,mir146b,1,1,2
DOID:1037,mir148a,1,1,2
DOID:1287,mir206,1,1,2
DOID:14566,mir219,1,1,2
DOID:201,mir542,1,1,2
DOID:1319,mir494,1,1,2
DOID:331,mir374b,1,1,2
H19,DOID:3095,1,0,1
DOID:3571,mir139,1,1,2
DOID:4706,mir20a,1,1,2
DOID:7,mir122,1,1,2
mir26,mir371,1,2,2
DOID:5844,mir328,1,1,2
DOID:178,mir424,1,1,2
mir517c,mir1301,1,2,2
DOID:3070,mir539,1,1,2
DOID:8692,mir451a,1,1,2
DOID:114,mir372,1,1,2
DISC2,DOID:3312,1,0,1
DOID:0050615,mir375,1,1,2
GAS5,mir346,1,0,2
DOID:162,mir630,1,1,2
MEG3,DOID:1749,1,0,1
DOID:5093,mir222,1,1,2
DOID:9952,mir711,1,1,2
DOID:0050687,mir381,1,1,2
DOID:680,mir128,1,1,2
DOID:3571,mir519e,1,1,2
DOID:2531,mir382,1,1,2
DOID:14566,mir514a,1,1,2
DOID:4706,mir539,1,1,2
DOID:7,mir365a,1,1,2
XIST,mir449a,1,0,2
DOID:10283,mir378c,1,1,2
DOID:557,mir146a,1,1,2
DOID:3119,mir133a,1,1,2
DOID:193,mir219,1,1,2
WT1-AS,DOID:1240,1,0,1
mir766,mir1286,1,2,2
SNHG4,DOID:3119,1,0,1
DOID:0050117,mir382,1,1,2
DOID:0060083,mir224,1,1,2
DOID:2237,mir143,1,1,2
DOID:162,mir378c,1,1,2
DOID:4,mir567,1,1,2
GAS5,mir873,1,0,2
LINC00511,mir424,1,0,2
DOID:1289,mir17,1,1,2
mir298,mir3130,1,2,2
DOID:0050687,mir542,1,1,2
DOID:14566,mir384,1,1,2
DOID:1037,mir181c,1,1,2
DOID:1781,mir22,1,1,2
DOID:2531,mir148a,1,1,2
DOID:3908,mir135a,1,1,2
MIR100HG,DOID:1192,1,0,1
H19,DOID:3342,1,0,1
DOID:0050686,mir151a,1,1,2
DOID:526,mir29b,1,1,2
MIR17HG,DOID:630,1,0,1
DOID:1040,mir24,1,1,2
DOID:707,mir146a,1,1,2
HNF1A-AS1,DOID:4914,1,0,1
DOID:0060083,mir139,1,1,2
DOID:3068,mir27b,1,1,2
PCAT1,DOID:193,1,0,1
DOID:0050117,mir148a,1,1,2
DOID:3953,mir137,1,1,2
DOID:170,mir222,1,1,2
NEAT1,mir202,1,0,2
EPB41L4A-AS1,mir497,1,0,2
CDKN2A-AS1,DOID:1287,1,0,1
DOID:0050687,mir323b,1,1,2
DOID:2349,mir155,1,1,2
UCA1,DOID:0060100,1,0,1
DOID:14566,mir3196,1,1,2
DOID:14566,mir575,1,1,2
DOID:0050686,mir515,1,1,2
GAS5,DOID:10283,1,0,1
PVT1,DOID:9538,1,0,1
DOID:37,mir26b,1,1,2
mir718,mir3130,1,2,2
DOID:2394,mir22,1,1,2
DOID:3119,mir148a,1,1,2
DOID:8432,mir222,1,1,2
DOID:9119,mir3151,1,1,2
mir518f,mir938,1,2,2
TUSC7,DOID:0050686,1,0,1
TP53COR1,DOID:1287,1,0,1
DOID:3996,mir155,1,1,2
DOID:0050117,mir501,1,1,2
DOID:10591,mir29b,1,1,2
DOID:2237,mir15b,1,1,2
DOID:162,mir1231,1,1,2
DOID:170,mir449b,1,1,2
DOID:8997,mir451a,1,1,2
DOID:13089,mir146a,1,1,2
MEG3,DOID:4451,1,0,1
DOID:305,let7a,1,1,2
DOID:4362,mir28,1,1,2
UCA1,DOID:193,1,0,1
DAOA-AS1,DOID:3312,1,0,1
DOID:1287,mir384,1,1,2
DOID:14566,mir1202,1,1,2
DOID:0060085,mir30c,1,1,2
DOID:0060122,mir378i,1,1,2
DOID:3908,mir151a,1,1,2
XIST,mir202,1,0,2
DOID:0050686,mir574,1,1,2
DOID:4159,mir183,1,1,2
DOID:0050686,mir183,1,1,2
DOID:150,mir23a,1,1,2
DOID:3069,mir155,1,1,2
DOID:18,mir29b,1,1,2
DOID:3119,mir765,1,1,2
DOID:0070004,mir192,1,1,2
DOID:117,mir25,1,1,2
TUSC7,DOID:14566,1,0,1
DOID:707,mir181a,1,1,2
DOID:65,mir30a,1,1,2
MIAT,DOID:2559,1,0,1
GSTT1-AS1,DOID:104,1,0,1
KCNQ1OT1,DOID:5093,1,0,1
LINC00312,DOID:0050686,1,0,1
DOID:4,mir96,1,1,2
DOID:863,mir29b,1,1,2
DOID:1936,mir155,1,1,2
DOID:3829,mir16,1,1,2
DOID:17,mir29c,1,1,2
DOID:14566,mir518a,1,1,2
HCP5,mir29b,1,0,2
DOID:0050686,mir7,1,1,2
DOID:2468,mir195,1,1,2
DOID:3856,mir378f,1,1,2
DOID:0060084,mir181a,1,1,2
DOID:3119,mir320d,1,1,2
DOID:0060100,mir183,1,1,2
DOID:1793,let7g,1,1,2
NCRUPAR,DOID:0050686,1,0,1
DOID:3996,mir18a,1,1,2
DOID:660,mir675,1,1,2
ERICH1-AS1,DOID:7,1,0,1
DOID:0050828,mir200a,1,1,2
KCNQ1OT1,mir103a,1,0,2
DOID:4450,mir378d,1,1,2
LINC00312,DOID:14566,1,0,1
DOID:863,mir486,1,1,2
DOID:120,mir30a,1,1,2
DOID:9974,let7d,1,1,2
DOID:0060085,mir1275,1,1,2
DOID:3908,mir574,1,1,2
DOID:0060085,mir340,1,1,2
HOTTIP,DOID:0050686,1,0,1
MIR100HG,DOID:769,1,0,1
DOID:150,mir29b,1,1,2
DOID:0060084,mir520h,1,1,2
DOID:193,mir518a,1,1,2
DOID:3069,mir18a,1,1,2
ATXN8OS,DOID:10652,1,0,1
DOID:0060072,mir192,1,1,2
DOID:1749,mir16,1,1,2
DOID:0070004,mir203,1,1,2
DOID:2596,mir708,1,1,2
DOID:3948,mir196a,1,1,2
NCRUPAR,DOID:14566,1,0,1
PRNCR1,DOID:3856,1,0,1
NRON,DOID:0080014,1,0,1
DOID:289,mir520f,1,1,2
MYCNOS,DOID:769,1,0,1
TDRG1,DOID:0050686,1,0,1
DOID:1492,mir184,1,1,2
DOID:120,mir100,1,1,2
DOID:11054,mir200b,1,1,2
DOID:10534,mir526a,1,1,2
DOID:3908,mir7,1,1,2
HOTTIP,DOID:14566,1,0,1
DOID:0050686,mir1245a,1,1,2
MALAT1,DOID:4960,1,0,1
DOID:162,mir10b,1,1,2
DOID:4,let7b,1,1,2
DOID:150,mir486,1,1,2
DOID:6713,mir196a,1,1,2
NEAT1,DOID:2876,1,0,1
mir601,mir938,1,2,2
DOID:201,mir199a,1,1,2
MIR137HG,DOID:5419,1,0,1
DOID:1240,mir342,1,1,2
DOID:3571,mir124,1,1,2
DOID:686,mir19a,1,1,2
DOID:686,mir425,1,1,2
DOID:15,let7g,1,1,2
DOID:1793,mir125b,1,1,2
DOID:10283,mir34c,1,1,2
DOID:3620,mir18a,1,1,2
CDKN2B-AS1,DOID:10652,1,0,1
DOID:403,mir548a,1,1,2
DOID:684,mir29c,1,1,2
DOID:0060089,mir200b,1,1,2
DOID:170,mir451b,1,1,2
DOID:5419,mir106b,1,1,2
C1QTNF9B-AS1,DOID:10283,1,0,1
TDRG1,DOID:14566,1,0,1
DOID:9884,mir33b,1,1,2
DOID:1091,mir30a,1,1,2
DOID:305,mir371a,1,1,2
mir1202,mir500b,1,2,2
DOID:4,mir320a,1,1,2
GAS5,mir135a,1,0,2
MALAT1,DOID:2600,1,0,1
DOID:1324,mir200b,1,1,2
DOID:3451,mir18b,1,1,2
DOID:1398,mir93,1,1,2
DOID:0060072,mir708,1,1,2
DOID:3571,mir365b,1,1,2
DOID:0060072,mir203,1,1,2
DOID:1240,mir130a,1,1,2
DOID:3527,mir196a,1,1,2
DOID:3620,mir92b,1,1,2
DOID:303,let7d,1,1,2
DOID:10283,mir133a,1,1,2
DOID:684,mir518b,1,1,2
DOID:289,mir99b,1,1,2
DOID:5419,mir34a,1,1,2
TUG1,mir382,1,0,2
DOID:10534,mir93,1,1,2
DOID:162,mir133a,1,1,2
DOID:4,mir10b,1,1,2
DOID:66,mir193b,1,1,2
DOID:1612,mir199a,1,1,2
DOID:3571,mir301a,1,1,2
DOID:0060072,mir383,1,1,2
DOID:1240,mir378a,1,1,2
DOID:331,mir342,1,1,2
DOID:3571,mir135a,1,1,2
DOID:15,mir125b,1,1,2
DOID:684,mir590,1,1,2
CDKN2B-AS1,DOID:114,1,0,1
DOID:289,mir708,1,1,2
DOID:0060089,mir214,1,1,2
DOID:5844,mir208a,1,1,2
CAHM,DOID:4,1,0,1
DOID:11723,mir133a,1,1,2
DOID:3070,mir10b,1,1,2
DOID:4960,mir124,1,1,2
DOID:9884,mir376c,1,1,2
DOID:11054,mir149,1,1,2
DOID:0060083,mir124,1,1,2
DOID:10534,mir517a,1,1,2
mir621,mir933,1,2,2
DOID:3953,mir126,1,1,2
DOID:8618,mir337,1,1,2
DOID:162,mir382,1,1,2
DOID:4,mir34c,1,1,2
HOTAIR,DOID:1781,1,0,1
DOID:1324,mir214,1,1,2
DOID:0060040,mir550a,1,1,2
DOID:1909,mir215,1,1,2
DOID:263,mir143,1,1,2
DOID:3571,mir450b,1,1,2
DOID:1240,mir328,1,1,2
LINC00663,DOID:3969,1,0,1
DOID:1287,mir106b,1,1,2
DOID:14566,mir130b,1,1,2
DOID:4706,mir10b,1,1,2
DOID:15,mir372,1,1,2
DOID:77,mir376c,1,1,2
CDKN2B-AS1,DOID:3070,1,0,1
DOID:0060060,mir22,1,1,2
DOID:3856,mir124,1,1,2
DOID:684,mir629,1,1,2
DOID:3093,mir222,1,1,2
MIR17HG,DOID:0050902,1,0,1
DOID:10652,mir34c,1,1,2
DOID:184,mir431,1,1,2
ZFAS1,DOID:1612,1,0,1
HOXA11-AS,mir130b,1,0,2
DOID:2921,mir663a,1,1,2
DOID:162,mir298,1,1,2
NALT1,DOID:4,1,0,1
DOID:10763,mir130b,1,1,2
DOID:1289,mir22,1,1,2
DOID:263,mir1290,1,1,2
DOID:3118,mir372,1,1,2
DOID:1324,mir149,1,1,2
DOID:1909,mir510,1,1,2
DOID:0050687,mir20b,1,1,2
DOID:3213,mir301a,1,1,2
CCAT2,DOID:193,1,0,1
DOID:1037,mir223,1,1,2
DOID:1287,mir34a,1,1,2
LINC00467,DOID:1192,1,0,1
DOID:14566,mir379,1,1,2
DOID:0050902,mir126,1,1,2
DOID:1612,mir20b,1,1,2
DOID:2531,mir21,1,1,2
DOID:3571,mir193a,1,1,2
LINC01628,DOID:5614,1,0,1
DOID:3347,mir195,1,1,2
DOID:7,mir19b,1,1,2
DOID:9352,mir144,1,1,2
DOID:0014667,mir144,1,1,2
DOID:193,mir130b,1,1,2
DOID:2348,mir146a,1,1,2
HULC,DOID:305,1,0,1
CCDC26,DOID:4,1,0,1
DOID:4,mir518c,1,1,2
DOID:0080000,mir193a,1,1,2
DOID:0060083,mir135a,1,1,2
DOID:0060116,mir513b,1,1,2
DOID:9500,mir21,1,1,2
DOID:0050615,mir193b,1,1,2
DOID:162,mir765,1,1,2
DOID:4,mir935,1,1,2
mir4257,mir1323,1,2,2
DOID:5093,mir423,1,1,2
DOID:0050739,mir155,1,1,2
DOID:0050687,mir550a,1,1,2
DOID:10952,mir429,1,1,2
DOID:1612,mir4257,1,1,2
ATXN8OS,DOID:7,1,0,1
DOID:1909,mir25,1,1,2
DOID:14566,mir521,1,1,2
BCAR4,DOID:4,1,0,1
DOID:1287,mir130b,1,1,2
DOID:14566,mir146a,1,1,2
DOID:66,mir489,1,1,2
DOID:7,mir135b,1,1,2
H19,DOID:193,1,0,1
DOID:3856,mir301a,1,1,2
DOID:3119,mir21,1,1,2
DOID:178,mir23a,1,1,2
DOID:8692,mir25,1,1,2
DOID:114,mir215,1,1,2
DOID:3068,mir146a,1,1,2
DOID:3905,mir146b,1,1,2
DOID:0050615,mir216b,1,1,2
DOID:162,mir320d,1,1,2
DOID:170,mir133b,1,1,2
HOTAIR,DOID:4607,1,0,1
NEAT1,mir320d,1,0,2
DOID:1289,mir28,1,1,2
DOID:2030,mir148b,1,1,2
DOID:0050687,mir222,1,1,2
DOID:14566,mir2110,1,1,2
DOID:4706,mir935,1,1,2
DOID:2531,mir223,1,1,2
DOID:14566,mir499a,1,1,2
DOID:7,mir211,1,1,2
DOID:0050686,mir23b,1,1,2
DLEU2,DOID:0070004,1,0,1
CDKN2B-AS1,DOID:7,1,0,1
DOID:193,mir521,1,1,2
DOID:0014667,mir16,1,1,2
DOID:0050338,mir548b,1,1,2
DOID:193,mir146a,1,1,2
mir517c,mir92,1,2,2
DOID:8692,mir564,1,1,2
SNHG12,mir494,1,0,2
DOID:374,mir21,1,1,2
DOID:0060083,mir193a,1,1,2
LOXL1-AS1,mir28,1,0,2
DOID:0050117,mir223,1,1,2
DOID:10591,mir152,1,1,2
HOTAIR,mir454,1,0,2
DOID:162,mir3163,1,1,2
DOID:4,mir765,1,1,2
DOID:3627,mir29c,1,1,2
DOID:5093,mir147a,1,1,2
DOID:863,mir432,1,1,2
CTBP1-AS,DOID:7,1,0,1
DOID:0050687,mir449b,1,1,2
DOID:14566,mir320b,1,1,2
DOID:0060085,mir181b,1,1,2
DOID:0050902,mir452,1,1,2
DOID:1781,mir146b,1,1,2
XIST,mir320d,1,0,2
DOID:1319,mir30a,1,1,2
DOID:4961,mir221,1,1,2
H19,DOID:2154,1,0,1
CDKN2B-AS1,mir181d,1,0,2
DOID:0060084,mir221,1,1,2
DOID:3856,mir193a,1,1,2
DOID:3119,mir223,1,1,2
MIR17HG,mir223,1,0,2
DOID:193,mir499a,1,1,2
DOID:1040,mir155,1,1,2
DOID:65,mir17,1,1,2
DOID:4451,mir378e,1,1,2
DOID:0050828,mir302b,1,1,2
DOID:114,mir25,1,1,2
GSTT1-AS1,DOID:0050338,1,0,1
DOID:305,mir182,1,1,2
DOID:14566,mir571,1,1,2
DOID:4159,mir29c,1,1,2
H19,mir29c,1,0,2
H19,DOID:4851,1,0,1
DOID:0050686,mir29c,1,1,2
DOID:2043,mir25,1,1,2
PVT1,DOID:706,1,0,1
DOID:3069,mir26a,1,1,2
DOID:2394,mir146b,1,1,2
MIR17HG,DOID:9538,1,0,1
DOID:423,mir193a,1,1,2
SPRY4-IT1,DOID:5041,1,0,1
DOID:11934,let7e,1,1,2
DOID:65,mir520g,1,1,2
LINC00032,DOID:0050687,1,0,1
HAR1A,DOID:1289,1,0,1
DOID:1883,mir196b,1,1,2
DOID:120,mir17,1,1,2
OIP5-AS1,mir708,1,0,2
CECR7,mir335,1,0,2
DOID:0060085,mir196a,1,1,2
DOID:0050686,mir518b,1,1,2
DOID:2468,mir30d,1,1,2
DOID:3069,mir491,1,1,2
DOID:150,mir152,1,1,2
NEAT1,DOID:0050687,1,0,1
DOID:0060100,mir29c,1,1,2
DOID:1793,mir191,1,1,2
SNHG1,mir590,1,0,2
TP53COR1,DOID:2348,1,0,1
DOID:3996,mir302b,1,1,2
mir4306,mir3186,1,2,2
DOID:1883,mir27a,1,1,2
DOID:0050828,mir335,1,1,2
DOID:0050117,mir324,1,1,2
DOID:848,mir520g,1,1,2
DOID:863,mir326,1,1,2
DOID:305,mir199a,1,1,2
TUG1,DOID:3908,1,0,1
DOID:0060085,mir1915,1,1,2
DOID:10534,mir29a,1,1,2
DOID:3908,mir29c,1,1,2
HCP5,mir186,1,0,2
DOID:0050686,mir590,1,1,2
DOID:3069,mir302b,1,1,2
MIR155HG,mir194,1,0,2
DOID:0060318,mir181b,1,1,2
DOID:201,let7c,1,1,2
DOID:1749,mir27b,1,1,2
DOID:331,mir181c,1,1,2
DOID:686,let7e,1,1,2
DOID:65,mir31,1,1,2
HLA-F-AS1,DOID:225,1,0,1
KCNQ1OT1,mir370,1,0,2
DOID:1091,mir17,1,1,2
DOID:120,mir194,1,1,2
DOID:17,mir92a,1,1,2
DOID:0060085,mir422a,1,1,2
TRERNA1,DOID:4,1,0,1
DOID:0050686,mir544b,1,1,2
GAS5,DOID:8857,1,0,1
DOID:0050686,mir629,1,1,2
GAS5,DOID:17,1,0,1
DOID:1324,let7i,1,1,2
DOID:66,mir103a,1,1,2
DOID:1240,mir99a,1,1,2
DOID:3571,mir200a,1,1,2
DOID:0060072,mir101,1,1,2
DOID:686,mir330,1,1,2
DOID:3948,mir106b,1,1,2
DOID:1793,mir200c,1,1,2
DOID:3620,mir302b,1,1,2
DOID:684,mir520b,1,1,2
DOID:0050117,mir3179,1,1,2
GSTT1-AS1,DOID:4,1,0,1
DOID:6050,let7c,1,1,2
mir449c,mir595,1,2,2
DOID:3070,mir183,1,1,2
DOID:120,mir31,1,1,2
TUG1,mir21,1,0,2
DOID:11054,mir126,1,1,2
DOID:10534,mir320a,1,1,2
DOID:17,mir19b,1,1,2
DOID:8618,mir200c,1,1,2
DOID:0050686,mir374a,1,1,2
DOID:263,mir205,1,1,2
ESRG,DOID:4,1,0,1
DOID:1612,let7c,1,1,2
DOID:201,mir1,1,1,2
MIR137HG,DOID:4,1,0,1
DOID:686,mir637,1,1,2
XIST,DOID:3908,1,0,1
DOID:3996,mir642a,1,1,2
DOID:10283,mir21,1,1,2
DOID:3342,mir19b,1,1,2
DOID:5041,mir126,1,1,2
DOID:684,mir187,1,1,2
DOID:3070,mir7,1,1,2
DOID:184,mir106b,1,1,2
DOID:162,mir21,1,1,2
DOID:4,mir199b,1,1,2
DOID:263,mir363,1,1,2
DOID:1324,mir126,1,1,2
CCAT2,DOID:299,1,0,1
DOID:686,mir502,1,1,2
DOID:3571,mir212,1,1,2
DOID:15,mir200c,1,1,2
DOID:9261,let7a,1,1,2
CDKN2B-AS1,DOID:162,1,0,1
DOID:2174,let7c,1,1,2
DOID:684,mir92a,1,1,2
TTTY15,DOID:4,1,0,1
DOID:11723,mir21,1,1,2
DOID:9884,mir363,1,1,2
DOID:184,mir34a,1,1,2
DOID:120,mir193b,1,1,2
DOID:8692,mir127,1,1,2
DOID:0050615,mir103a,1,1,2
MALAT1,mir200c,1,0,2
GAS5,mir23b,1,0,2
THRIL,DOID:1602,1,0,1
DOID:1192,mir339,1,1,2
DOID:162,mir598,1,1,2
CTBP1-AS,DOID:162,1,0,1
DOID:263,mir218,1,1,2
DOID:0050687,mir1,1,1,2
PISRT1,DOID:4,1,0,1
DOID:3213,mir338,1,1,2
DOID:1612,mir1,1,1,2
DOID:2531,mir122,1,1,2
DOID:14566,mir20a,1,1,2
DOID:3571,mir10a,1,1,2
DOID:4706,mir199b,1,1,2
DOID:686,mir301a,1,1,2
XIST,mir21,1,0,2
DOID:686,mir92,1,1,2
DOID:7,let7f,1,1,2
DOID:3856,mir200a,1,1,2
DOID:5844,mir132,1,1,2
DOID:3070,mir96,1,1,2
SNHG12,DOID:4,1,0,1
DOID:3068,mir20a,1,1,2
DOID:4451,mir134,1,1,2
DOID:10763,mir20a,1,1,2
DOID:4,mir519b,1,1,2
DOID:162,mir223,1,1,2
DOID:4,mir21,1,1,2
DOID:5093,mir210,1,1,2
HOTAIR,DOID:11934,1,0,1
DOID:1324,mir376a,1,1,2
CCAT1,mir152,1,0,2
DOID:0050687,mir362,1,1,2
CCAT2,DOID:3119,1,0,1
LINC00271,DOID:1561,1,0,1
DOID:1909,mir142,1,1,2
DOID:14566,mir539,1,1,2
DOID:2914,mir200a,1,1,2
DOID:331,mir648,1,1,2
DOID:4706,mir96,1,1,2
DOID:686,mir450b,1,1,2
DOID:1319,mir145,1,1,2
DOID:299,mir205,1,1,2
H19,DOID:117,1,0,1
DOID:824,mir130a,1,1,2
LINC01628,DOID:162,1,0,1
mir1229,mir944,1,2,2
CDKN2B-AS1,DOID:1909,1,0,1
NRON,DOID:4,1,0,1
PCA3,PRNCR1,1,0,0
DOID:193,mir20a,1,1,2
DOID:2348,mir221,1,1,2
DOID:3119,mir122,1,1,2
DOID:934,mir125a,1,1,2
DOID:10652,mir21,1,1,2
DOID:8692,mir142,1,1,2
SNHG1,DOID:3119,1,0,1
DOID:0060083,mir212,1,1,2
DOID:4,mir1323,1,1,2
DOID:4,mir598,1,1,2
DOID:1289,mir146b,1,1,2
DOID:0050739,mir26a,1,1,2
DOID:0050687,mir217,1,1,2
DOID:0050687,mir133b,1,1,2
DOID:0060072,mir1290,1,1,2
DOID:1287,mir20a,1,1,2
DOID:7,mir638,1,1,2
DOID:14566,mir221,1,1,2
DOID:4159,mir140,1,1,2
DOID:4706,mir21,1,1,2
DOID:7,mir125a,1,1,2
H19,DOID:3119,1,0,1
HOTAIRM1,mir152,1,0,2
DOID:9261,mir34b,1,1,2
FENDRR,mir15a,1,0,2
DOID:9538,mir561,1,1,2
DOID:0060158,mir132,1,1,2
DOID:4960,mir10a,1,1,2
DOID:2621,mir20a,1,1,2
DOID:409,mir513a,1,1,2
DOID:0060083,mir10a,1,1,2
DOID:3068,mir221,1,1,2
DOID:4451,mir150,1,1,2
DOID:0050615,mir513a,1,1,2
DOID:162,mir1229,1,1,2
DOID:170,mir210,1,1,2
HOTAIR,DOID:684,1,0,1
DOID:4450,mir210,1,1,2
DOID:5093,mir224,1,1,2
DOID:0050687,mir423,1,1,2
DOID:7,mir874,1,1,2
DOID:2531,mir424,1,1,2
DOID:14566,mir449a,1,1,2
DOID:7,mir367,1,1,2
DOID:1319,mir17,1,1,2
DOID:10283,mir378e,1,1,2
DLEU2,DOID:1240,1,0,1
CDKN2B-AS1,DOID:962,1,0,1
DOID:0014667,mir27b,1,1,2
DOID:193,mir221,1,1,2
DOID:3119,mir134,1,1,2
MIR17HG,DOID:3093,1,0,1
DOID:178,mir302e,1,1,2
SNHG1,mir154,1,0,2
DOID:5614,mir214,1,1,2
DOID:768,mir142,1,1,2
DOID:0050828,mir15b,1,1,2
DOID:0050117,mir424,1,1,2
DOID:10591,mir24,1,1,2
DOID:114,mir142,1,1,2
DOID:162,mir378e,1,1,2
DOID:2237,mir145,1,1,2
GAS5,mir590,1,0,2
HOTAIR,mir17,1,0,2
DOID:3347,mir542,1,1,2
DOID:4,mir592,1,1,2
DOID:5093,mir139,1,1,2
EPB41L4A-AS1,mir146b,1,0,2
PCGEM1,DOID:0060158,1,0,1
LINC00271,DOID:4194,1,0,1
OIP5-AS1,mir30b,1,0,2
DOID:14566,mir630,1,1,2
DOID:0060085,mir297,1,1,2
DOID:1037,mir182,1,1,2
IGF2-AS,DOID:684,1,0,1
DOID:1287,mir221,1,1,2
DOID:1781,mir222,1,1,2
DOID:2531,mir650,1,1,2
DOID:0050686,mir154,1,1,2
DOID:3069,mir143,1,1,2
PVT1,DOID:4362,1,0,1
DOID:193,mir449a,1,1,2
DOID:0060158,mir146b,1,1,2
DOID:660,mir137,1,1,2
DOID:3393,mir222,1,1,2
ZFAS1,mir150,1,0,2
DOID:0050117,mir150,1,1,2
DOID:3953,mir491,1,1,2
DOID:170,mir224,1,1,2
DOID:5093,mir519e,1,1,2
